"test","loc","genotype","code","fc","pc","note1","note2","year","rep","plot","md","lod","ht","yield","sdwt","sq","pro","oil","p_o","id","ag_score","hif_family","allele_call","shriveled","det","linolenic","oleic","herbicide","shrivel"
"LP 5E","Cla","N19-0383","32","s","T",NA,NA,2020,1,11,46,1.5,32,1369,15.8,2,NA,NA,NA,"11*N19-0383*LP 5E*Cla*2020*32",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0383","32","s","T",NA,NA,2020,2,71,51,1.5,26,449.1,14.2,4.5,NA,NA,NA,"71*N19-0383*LP 5E*Cla*2020*32",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0383","32","s","T",NA,NA,2020,3,99,NA,NA,NA,1817.2,16.2,2,NA,NA,NA,"99*N19-0383*LP 5E*Cla*2020*32",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0434","33","p","T","Gs/gl",NA,2020,1,27,54,3.5,42,721.2,13.9,3,NA,NA,NA,"27*N19-0434*LP 5E*Cla*2020*33",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0434","33","p","T",NA,NA,2020,2,77,53,3.5,50,1073.4,14.1,2.5,NA,NA,NA,"77*N19-0434*LP 5E*Cla*2020*33",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0434","33","p","T","Gs/gl",NA,2020,3,124,NA,NA,NA,937.1,14,3,NA,NA,NA,"124*N19-0434*LP 5E*Cla*2020*33",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0493","34","w","G","Gs",NA,2020,1,1,48,1.5,36,1396.9,15.3,1.5,NA,NA,NA,"1*N19-0493*LP 5E*Cla*2020*34",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0493","34","w","G","Gs",NA,2020,2,68,46,1.5,36,533.9,12.9,4,NA,NA,NA,"68*N19-0493*LP 5E*Cla*2020*34",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0493","34","w","G",NA,NA,2020,3,128,NA,NA,NA,1435.8,14,2,NA,NA,NA,"128*N19-0493*LP 5E*Cla*2020*34",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0525","35","w","G","Gs",NA,2020,1,26,52,2,36,630.9,12,4.5,NA,NA,NA,"26*N19-0525*LP 5E*Cla*2020*35",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0525","35","w","G","Gs",NA,2020,2,74,48,2.5,36,821.6,13.3,4,NA,NA,NA,"74*N19-0525*LP 5E*Cla*2020*35",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0525","35","w","G",NA,NA,2020,3,96,NA,NA,NA,1023,13.7,3.5,NA,NA,NA,"96*N19-0525*LP 5E*Cla*2020*35",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0573","36","p","T",NA,NA,2020,1,17,45,1.5,31,1674.5,12.6,1.5,NA,NA,NA,"17*N19-0573*LP 5E*Cla*2020*36",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0573","36","p","T",NA,NA,2020,2,72,45,1.5,29,1471.2,12.2,2,NA,NA,NA,"72*N19-0573*LP 5E*Cla*2020*36",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0573","36","p","T",NA,NA,2020,3,109,NA,NA,NA,1821.4,13,1.5,NA,NA,NA,"109*N19-0573*LP 5E*Cla*2020*36",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-1097","37","p","T",NA,NA,2020,1,32,45,1.5,35,1432.3,14.1,2,NA,NA,NA,"32*N19-1097*LP 5E*Cla*2020*37",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-1097","37","p","T",NA,NA,2020,2,50,46,1.5,31,1123,13.7,2,NA,NA,NA,"50*N19-1097*LP 5E*Cla*2020*37",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-1097","37","p","T",NA,NA,2020,3,94,NA,NA,NA,1710.1,15.7,2,NA,NA,NA,"94*N19-1097*LP 5E*Cla*2020*37",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-1103","38","w","T",NA,NA,2020,1,6,49,1.5,37,1571.1,13.9,1.5,NA,NA,NA,"6*N19-1103*LP 5E*Cla*2020*38",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-1103","38","w","T",NA,NA,2020,2,78,47,1.5,30,1112,12.9,2,NA,NA,NA,"78*N19-1103*LP 5E*Cla*2020*38",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-1103","38","w","T",NA,NA,2020,3,108,NA,NA,NA,1651.3,13.8,1.5,NA,NA,NA,"108*N19-1103*LP 5E*Cla*2020*38",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-1128","39","w","T","Gs/gl",NA,2020,1,23,57,2,54,706.6,15.8,2.5,NA,NA,NA,"23*N19-1128*LP 5E*Cla*2020*39",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-1128","39","w","T","Gs/gl",NA,2020,2,53,56,2,58,355.3,15.8,3,NA,NA,NA,"53*N19-1128*LP 5E*Cla*2020*39",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-1128","39","w","T","Gs/gl",NA,2020,3,120,NA,NA,NA,835.4,14.9,3.5,NA,NA,NA,"120*N19-1128*LP 5E*Cla*2020*39",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0030","4","w","T",NA,NA,2020,1,13,49,2,37,1344.7,15.1,1.5,NA,NA,NA,"13*N19-0030*LP 5E*Cla*2020*4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0030","4","w","T","Gs",NA,2020,2,58,52,2,42,1440.5,16,1.5,NA,NA,NA,"58*N19-0030*LP 5E*Cla*2020*4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0030","4","w","T",NA,NA,2020,3,135,NA,NA,NA,1607.9,15.8,1.5,NA,NA,NA,"135*N19-0030*LP 5E*Cla*2020*4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-1455","40","p","G","Gs/gl",NA,2020,1,38,55,1.5,29,1228.2,16.3,3,NA,NA,NA,"38*N19-1455*LP 5E*Cla*2020*40",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-1455","40","p","G","Gs",NA,2020,2,62,49,1.5,29,1068.8,15.2,2.5,NA,NA,NA,"62*N19-1455*LP 5E*Cla*2020*40",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-1455","40","p","G",NA,NA,2020,3,102,NA,NA,NA,1924.9,17.1,2.5,NA,NA,NA,"102*N19-1455*LP 5E*Cla*2020*40",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","Ellis","41","w","G",NA,NA,2020,1,25,44,1.5,32,1563.6,13.3,2,NA,NA,NA,"25*Ellis*LP 5E*Cla*2020*41",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","Ellis","41","w","G",NA,NA,2020,2,63,39,1,28,1273.8,11.9,2.5,NA,NA,NA,"63*Ellis*LP 5E*Cla*2020*41",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","Ellis","41","w","G",NA,NA,2020,3,134,NA,NA,NA,1715.6,12.7,2,NA,NA,NA,"134*Ellis*LP 5E*Cla*2020*41",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","Osage","42","p","G",NA,NA,2020,1,8,43,1.5,32,1409.8,14,2,NA,NA,NA,"8*Osage*LP 5E*Cla*2020*42",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","Osage","42","p","G",NA,NA,2020,2,67,45,1.5,34,1688.7,14.6,2,NA,NA,NA,"67*Osage*LP 5E*Cla*2020*42",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","Osage","42","p","G",NA,NA,2020,3,95,NA,NA,NA,1715.5,15,2,NA,NA,NA,"95*Osage*LP 5E*Cla*2020*42",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","Miller","43","p","G",NA,NA,2020,1,22,52,1.5,30,1119.8,17.7,2.5,NA,NA,NA,"22*Miller*LP 5E*Cla*2020*43",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","Miller","43","p","G",NA,NA,2020,2,88,55,1,26,1255.9,17.7,2,NA,NA,NA,"88*Miller*LP 5E*Cla*2020*43",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","Miller","43","p","G",NA,NA,2020,3,119,NA,NA,NA,1540.2,17,2.5,NA,NA,NA,"119*Miller*LP 5E*Cla*2020*43",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N16-601","44","p","G",NA,NA,2020,1,5,47,2,34,1331,18.6,2.5,NA,NA,NA,"5*N16-601*LP 5E*Cla*2020*44",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N16-601","44","p","G",NA,NA,2020,2,61,45,1.5,29,624.3,13.8,3.5,NA,NA,NA,"61*N16-601*LP 5E*Cla*2020*44",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N16-601","44","p","G",NA,NA,2020,3,123,NA,NA,NA,1068.2,16.4,3,NA,NA,NA,"123*N16-601*LP 5E*Cla*2020*44",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N16-599","45","p","T",NA,NA,2020,1,41,48,2.5,32,1334.7,16.8,2.5,NA,NA,NA,"41*N16-599*LP 5E*Cla*2020*45",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N16-599","45","p","T",NA,NA,2020,2,73,48,2.5,30,1015.6,17,2.5,NA,NA,NA,"73*N16-599*LP 5E*Cla*2020*45",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N16-599","45","p","T",NA,NA,2020,3,121,NA,NA,NA,915.9,15,3,NA,NA,NA,"121*N16-599*LP 5E*Cla*2020*45",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0031","5","w","T",NA,NA,2020,1,15,46,2.5,41,2041.9,15.9,1.5,NA,NA,NA,"15*N19-0031*LP 5E*Cla*2020*5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0031","5","w","T",NA,NA,2020,2,49,42,2,35,1478.8,15.5,1.5,NA,NA,NA,"49*N19-0031*LP 5E*Cla*2020*5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0031","5","w","T",NA,NA,2020,3,130,NA,NA,NA,1695.1,16,2,NA,NA,NA,"130*N19-0031*LP 5E*Cla*2020*5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0034","6","w","T",NA,NA,2020,1,39,41,1.5,34,1474.8,15.3,2,NA,NA,NA,"39*N19-0034*LP 5E*Cla*2020*6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0034","6","w","T",NA,NA,2020,2,75,40,1.5,37,1388.6,14.9,2.5,NA,NA,NA,"75*N19-0034*LP 5E*Cla*2020*6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0034","6","w","T",NA,NA,2020,3,115,NA,NA,NA,1291.9,15.4,2,NA,NA,NA,"115*N19-0034*LP 5E*Cla*2020*6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0042","7","w","T",NA,NA,2020,1,16,43,2,31,1726.7,14.7,1,NA,NA,NA,"16*N19-0042*LP 5E*Cla*2020*7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0042","7","w","T",NA,NA,2020,2,69,47,1.5,31,1115.4,10.7,1.5,NA,NA,NA,"69*N19-0042*LP 5E*Cla*2020*7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0042","7","w","T",NA,NA,2020,3,107,NA,NA,NA,1621.8,14.4,1,NA,NA,NA,"107*N19-0042*LP 5E*Cla*2020*7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0060","8","w","T",NA,NA,2020,1,31,46,1.5,35,1481.4,17.1,1.5,NA,NA,NA,"31*N19-0060*LP 5E*Cla*2020*8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0060","8","w","T",NA,NA,2020,2,48,48,1.5,34,1224.3,17.1,1.5,NA,NA,NA,"48*N19-0060*LP 5E*Cla*2020*8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0060","8","w","T",NA,NA,2020,3,98,NA,NA,NA,1458.3,17.8,1.5,NA,NA,NA,"98*N19-0060*LP 5E*Cla*2020*8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0079","9","w","T",NA,NA,2020,1,14,46,2,32,1413.5,15.3,2,NA,NA,NA,"14*N19-0079*LP 5E*Cla*2020*9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0079","9","w","T","Gs/gl",NA,2020,2,76,45,1.5,32,1167.6,14.5,2,NA,NA,NA,"76*N19-0079*LP 5E*Cla*2020*9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Cla","N19-0079","9","w","T",NA,NA,2020,3,103,NA,NA,NA,1379.2,16.1,2,NA,NA,NA,"103*N19-0079*LP 5E*Cla*2020*9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LP 5E","Ply","N19-0004","1","w","t",NA,NA,2020,1,18,53,1.5,24,1093.5,13,2,NA,NA,NA,"18*N19-0004*LP 5E*Ply*2020*1",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0004","1","w","t",NA,NA,2020,2,69,48,1.5,30,1386.8,13.2,2,NA,NA,NA,"69*N19-0004*LP 5E*Ply*2020*1",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0004","1","w","t",NA,NA,2020,3,102,NA,1.5,30,1120.1,14.9,NA,NA,NA,NA,"102*N19-0004*LP 5E*Ply*2020*1",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0087","10","w","lt",NA,NA,2020,1,14,36,1.5,21,866.2,14.4,2.5,NA,NA,NA,"14*N19-0087*LP 5E*Ply*2020*10",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0087","10","w","lt",NA,NA,2020,2,54,36,1,23,953.1,14,2,NA,NA,NA,"54*N19-0087*LP 5E*Ply*2020*10",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0087","10","w","lt",NA,NA,2020,3,123,NA,1.5,24,980.8,13,NA,NA,NA,NA,"123*N19-0087*LP 5E*Ply*2020*10",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0095","11","p","t",NA,NA,2020,1,37,38,2.5,40,1066.8,14,1.5,NA,NA,NA,"37*N19-0095*LP 5E*Ply*2020*11",NA,NA,NA,NA,"i",NA,NA,NA,NA
"LP 5E","Ply","N19-0095","11","p","t",NA,NA,2020,2,66,38,2,44,1076,14.6,2,NA,NA,NA,"66*N19-0095*LP 5E*Ply*2020*11",NA,NA,NA,NA,"i",NA,NA,NA,NA
"LP 5E","Ply","N19-0095","11","p","t",NA,NA,2020,3,125,NA,2.5,51,1048.6,13.7,NA,NA,NA,NA,"125*N19-0095*LP 5E*Ply*2020*11",NA,NA,NA,NA,"i",NA,NA,NA,NA
"LP 5E","Ply","N19-0096","12","w","lt",NA,NA,2020,1,27,36,1,20,1069.3,12,2,NA,NA,NA,"27*N19-0096*LP 5E*Ply*2020*12",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0096","12","w","lt",NA,NA,2020,2,56,38,1,23,1208,14,2,NA,NA,NA,"56*N19-0096*LP 5E*Ply*2020*12",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0096","12","w","lt",NA,NA,2020,3,91,NA,2,25,893.5,12.6,NA,NA,NA,NA,"91*N19-0096*LP 5E*Ply*2020*12",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0102","13","w","t",NA,NA,2020,1,31,46,2,43,1193,11.2,2.5,NA,NA,NA,"31*N19-0102*LP 5E*Ply*2020*13",NA,NA,NA,NA,"i",NA,NA,NA,NA
"LP 5E","Ply","N19-0102","13","w","t",NA,NA,2020,2,87,44,2.5,47,1174.1,11.2,2,NA,NA,NA,"87*N19-0102*LP 5E*Ply*2020*13",NA,NA,NA,NA,"i",NA,NA,NA,NA
"LP 5E","Ply","N19-0102","13","w","t",NA,NA,2020,3,134,NA,2.5,47,1271.2,11.5,NA,NA,NA,NA,"134*N19-0102*LP 5E*Ply*2020*13",NA,NA,NA,NA,"i",NA,NA,NA,NA
"LP 5E","Ply","N19-0117","14","s","t",NA,NA,2020,1,17,45,1.5,18,1099,14.7,2,NA,NA,NA,"17*N19-0117*LP 5E*Ply*2020*14",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0117","14","s","t",NA,NA,2020,2,55,46,1,24,1133.9,13.4,2,NA,NA,NA,"55*N19-0117*LP 5E*Ply*2020*14",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0117","14","s","t",NA,NA,2020,3,97,NA,1,24,1015.4,13.4,NA,NA,NA,NA,"97*N19-0117*LP 5E*Ply*2020*14",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0148","15","p","t",NA,"contorted",2020,1,38,40,3,41,907.2,12.5,2,NA,NA,NA,"38*N19-0148*LP 5E*Ply*2020*15",NA,NA,NA,NA,"i",NA,NA,NA,NA
"LP 5E","Ply","N19-0148","15","p","t",NA,"contorted",2020,2,49,38,3,49,1108.5,12.4,2,NA,NA,NA,"49*N19-0148*LP 5E*Ply*2020*15",NA,NA,NA,NA,"i",NA,NA,NA,NA
"LP 5E","Ply","N19-0148","15","p","t",NA,"contorted",2020,3,130,NA,2.5,48,950,13.6,NA,NA,NA,NA,"130*N19-0148*LP 5E*Ply*2020*15",NA,NA,NA,NA,"i",NA,NA,NA,NA
"LP 5E","Ply","N19-0155","16","p","t",NA,NA,2020,1,6,46,2,28,689.9,13,2.5,NA,NA,NA,"6*N19-0155*LP 5E*Ply*2020*16",NA,NA,NA,NA,"semi",NA,NA,NA,NA
"LP 5E","Ply","N19-0155","16","p","t",NA,NA,2020,2,71,44,2.5,34,993.3,12.3,2,NA,NA,NA,"71*N19-0155*LP 5E*Ply*2020*16",NA,NA,NA,NA,"i",NA,NA,NA,NA
"LP 5E","Ply","N19-0155","16","p","t",NA,NA,2020,3,106,NA,2,40,1037.2,12.5,NA,NA,NA,NA,"106*N19-0155*LP 5E*Ply*2020*16",NA,NA,NA,NA,"i",NA,NA,NA,NA
"LP 5E","Ply","N19-0159","17","p","t",NA,NA,2020,1,45,53,2.5,38,967.5,15.1,2.5,NA,NA,NA,"45*N19-0159*LP 5E*Ply*2020*17",NA,NA,NA,NA,"i",NA,NA,NA,NA
"LP 5E","Ply","N19-0159","17","p","t",NA,NA,2020,2,86,47,2.5,42,1065.2,14.6,2,NA,NA,NA,"86*N19-0159*LP 5E*Ply*2020*17",NA,NA,NA,NA,"i",NA,NA,NA,NA
"LP 5E","Ply","N19-0159","17","p","t",NA,NA,2020,3,109,NA,2.5,39,1063.8,14.3,NA,NA,NA,NA,"109*N19-0159*LP 5E*Ply*2020*17",NA,NA,NA,NA,"i",NA,NA,NA,NA
"LP 5E","Ply","N19-0167","18","p","lt","thin",NA,2020,1,30,38,2,30,755.6,15.1,2,NA,NA,NA,"30*N19-0167*LP 5E*Ply*2020*18",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0167","18","p","lt",NA,NA,2020,2,63,38,2,30,845.9,14.4,2,NA,NA,NA,"63*N19-0167*LP 5E*Ply*2020*18",NA,NA,NA,NA,"semi",NA,NA,NA,NA
"LP 5E","Ply","N19-0167","18","p","lt",NA,NA,2020,3,135,NA,2,32,984.9,13.8,NA,NA,NA,NA,"135*N19-0167*LP 5E*Ply*2020*18",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0171","19","p","t",NA,NA,2020,1,19,47,2,48,1348.1,15.8,2,NA,NA,NA,"19*N19-0171*LP 5E*Ply*2020*19",NA,NA,NA,NA,"i",NA,NA,NA,NA
"LP 5E","Ply","N19-0171","19","p","t",NA,NA,2020,2,79,44,1.5,45,1223.9,14.3,2,NA,NA,NA,"79*N19-0171*LP 5E*Ply*2020*19",NA,NA,NA,NA,"i",NA,NA,NA,NA
"LP 5E","Ply","N19-0171","19","p","t",NA,NA,2020,3,112,NA,2,46,1174.4,15.2,NA,NA,NA,NA,"112*N19-0171*LP 5E*Ply*2020*19",NA,NA,NA,NA,"i",NA,NA,NA,NA
"LP 5E","Ply","N19-0006","2","p","t",NA,NA,2020,1,29,47,1.5,32,469.9,12.9,2,NA,NA,NA,"29*N19-0006*LP 5E*Ply*2020*2",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0006","2","p","t",NA,NA,2020,2,77,45,2,36,1354.8,12.5,2,NA,NA,NA,"77*N19-0006*LP 5E*Ply*2020*2",NA,NA,NA,NA,"semi",NA,NA,NA,NA
"LP 5E","Ply","N19-0006","2","p","t",NA,NA,2020,3,131,NA,2,34,1209.3,12.6,NA,NA,NA,NA,"131*N19-0006*LP 5E*Ply*2020*2",NA,NA,NA,NA,"semi",NA,NA,NA,NA
"LP 5E","Ply","N19-0174","20","p","t",NA,NA,2020,1,39,40,2,24,1387,13.4,2,NA,NA,NA,"39*N19-0174*LP 5E*Ply*2020*20",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0174","20","p","lt",NA,NA,2020,2,59,38,2,28,1181.9,13,2,NA,NA,NA,"59*N19-0174*LP 5E*Ply*2020*20",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0174","20","p","t",NA,NA,2020,3,94,NA,2,25,1136.5,12.3,NA,NA,NA,NA,"94*N19-0174*LP 5E*Ply*2020*20",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0195","21","p","g",NA,"bushy",2020,1,1,36,2,38,1064.1,12.1,2,NA,NA,NA,"1*N19-0195*LP 5E*Ply*2020*21",NA,NA,NA,NA,"semi",NA,NA,NA,NA
"LP 5E","Ply","N19-0195","21","p","g",NA,"bushy",2020,2,67,38,2.5,38,1429,13.4,2,NA,NA,NA,"67*N19-0195*LP 5E*Ply*2020*21",NA,NA,NA,NA,"i",NA,NA,NA,NA
"LP 5E","Ply","N19-0195","21","p","g",NA,"bushy",2020,3,105,NA,2.5,36,1106.5,12.6,NA,NA,NA,NA,"105*N19-0195*LP 5E*Ply*2020*21",NA,NA,NA,NA,"i",NA,NA,NA,NA
"LP 5E","Ply","N19-0208","22","w","g",NA,NA,2020,1,3,38,1.5,16,583.4,14.8,3,NA,NA,NA,"3*N19-0208*LP 5E*Ply*2020*22",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0208","22","w","g",NA,NA,2020,2,47,36,1.5,18,1005.4,16,2.5,NA,NA,NA,"47*N19-0208*LP 5E*Ply*2020*22",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0208","22","w","g",NA,NA,2020,3,116,NA,1.5,22,814.5,14.8,NA,NA,NA,NA,"116*N19-0208*LP 5E*Ply*2020*22",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0212","23","w","g",NA,NA,2020,1,34,36,1.5,22,1111.1,14.5,2,NA,NA,NA,"34*N19-0212*LP 5E*Ply*2020*23",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0212","23","w","g",NA,NA,2020,2,50,36,1.5,28,1067,14.3,2,NA,NA,NA,"50*N19-0212*LP 5E*Ply*2020*23",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0212","23","w","g",NA,NA,2020,3,126,NA,2,31,1101.8,12.8,NA,NA,NA,NA,"126*N19-0212*LP 5E*Ply*2020*23",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0219","24","w","g",NA,NA,2020,1,4,36,1,14,483.5,11.3,3,NA,NA,NA,"4*N19-0219*LP 5E*Ply*2020*24",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0219","24","w","g",NA,NA,2020,2,78,36,1.5,23,976,12.7,2,NA,NA,NA,"78*N19-0219*LP 5E*Ply*2020*24",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0219","24","w","g",NA,NA,2020,3,96,NA,1.5,24,1175.6,14.4,NA,NA,NA,NA,"96*N19-0219*LP 5E*Ply*2020*24",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0231","25","s","lt",NA,NA,2020,1,8,41,2,18,877.7,13.6,2.5,NA,NA,NA,"8*N19-0231*LP 5E*Ply*2020*25",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0231","25","s","t",NA,NA,2020,2,82,41,2.5,27,1341.7,13.8,2.5,NA,NA,NA,"82*N19-0231*LP 5E*Ply*2020*25",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0231","25","s","lt",NA,NA,2020,3,95,NA,2,29,1103.8,13.5,NA,NA,NA,NA,"95*N19-0231*LP 5E*Ply*2020*25",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0232","26","w","lt",NA,NA,2020,1,21,41,1.5,28,1198.9,12.7,2.5,NA,NA,NA,"21*N19-0232*LP 5E*Ply*2020*26",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0232","26","w","lt",NA,NA,2020,2,61,41,1,28,1177.5,13.3,2.5,NA,NA,NA,"61*N19-0232*LP 5E*Ply*2020*26",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0232","26","w","lt",NA,NA,2020,3,93,NA,1,26,1030.4,11.9,NA,NA,NA,NA,"93*N19-0232*LP 5E*Ply*2020*26",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0238","27","p","lt",NA,NA,2020,1,36,41,1.5,25,1229.1,13.7,2,NA,NA,NA,"36*N19-0238*LP 5E*Ply*2020*27",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0238","27","p","lt",NA,NA,2020,2,81,41,1,27,1049.9,13,2,NA,NA,NA,"81*N19-0238*LP 5E*Ply*2020*27",NA,NA,NA,NA,"d",NA,NA,NA,NA
"LP 5E","Ply","N19-0238","27","p","lt",NA,NA,2020,3,114,NA,1.5,26,1108.9,14.7,NA,NA,NA,NA,"114*N19-0238*LP 5E*Ply*2020*27",NA,NA,NA,NA,"d",NA,NA,NA,NA
