"test","loc","population","cross","maturity_group","color","plot_length","row","year","plant_number","fc","det","pc","md","ht","lod","ag_score","sq","pro","oil","oil_13","po_13","p_o","id"
"Plant Rows","Cla","2016 OH F5 SP","MX14-014","4.5-5.0","Blue","18/14","N17-144",2017,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-014","4.5-5.0","Blue","18/14","N17-145",2017,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-014","4.5-5.0","Blue","18/14","N17-146",2017,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-014","4.5-5.0","Blue","18/14","N17-147",2017,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-014","4.5-5.0","Blue","18/14","N17-148",2017,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-014","4.5-5.0","Blue","18/14","N17-149",2017,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-014","4.5-5.0","Blue","18/14","N17-150",2017,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-014","4.5-5.0","Blue","18/14","N17-151",2017,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-014","4.5-5.0","Blue","18/14","N17-152",2017,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-014","4.5-5.0","Blue","18/14","N17-153",2017,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-014","4.5-5.0","Blue","18/14","N17-154",2017,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-014","4.5-5.0","Blue","18/14","N17-155",2017,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-015","4.5-5.0","Blue","18/14","N17-156",2017,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-015","4.5-5.0","Blue","18/14","N17-157",2017,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-015","4.5-5.0","Blue","18/14","N17-158",2017,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-015","4.5-5.0","Blue","18/14","N17-159",2017,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-015","4.5-5.0","Blue","18/14","N17-160",2017,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-015","4.5-5.0","Blue","18/14","N17-161",2017,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-015","4.5-5.0","Blue","18/14","N17-162",2017,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-015","4.5-5.0","Blue","18/14","N17-163",2017,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-018","4.5-5.0","Blue","18/14","N17-164",2017,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-018","4.5-5.0","Blue","18/14","N17-165",2017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-018","4.5-5.0","Blue","18/14","N17-166",2017,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-018","4.5-5.0","Blue","18/14","N17-167",2017,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-018","4.5-5.0","Blue","18/14","N17-168",2017,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-018","4.5-5.0","Blue","18/14","N17-169",2017,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-018","4.5-5.0","Blue","18/14","N17-170",2017,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-018","4.5-5.0","Blue","18/14","N17-171",2017,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-018","4.5-5.0","Blue","18/14","N17-172",2017,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-018","4.5-5.0","Blue","18/14","N17-173",2017,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-018","4.5-5.0","Blue","18/14","N17-174",2017,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-018","4.5-5.0","Blue","18/14","N17-175",2017,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-018","4.5-5.0","Blue","18/14","N17-176",2017,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-018","4.5-5.0","Blue","18/14","N17-177",2017,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-018","4.5-5.0","Blue","18/14","N17-178",2017,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-020","4.5-5.0","Blue","18/14","N17-179",2017,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-020","4.5-5.0","Blue","18/14","N17-180",2017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-020","4.5-5.0","Blue","18/14","N17-181",2017,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-020","4.5-5.0","Blue","18/14","N17-182",2017,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-020","4.5-5.0","Blue","18/14","N17-183",2017,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-020","4.5-5.0","Blue","18/14","N17-184",2017,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-020","4.5-5.0","Blue","18/14","N17-185",2017,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-020","4.5-5.0","Blue","18/14","N17-186",2017,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-023","4.5-5.0","Blue","18/14","N17-187",2017,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-023","4.5-5.0","Blue","18/14","N17-188",2017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-023","4.5-5.0","Blue","18/14","N17-189",2017,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-023","4.5-5.0","Blue","18/14","N17-190",2017,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-023","4.5-5.0","Blue","18/14","N17-191",2017,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-023","4.5-5.0","Blue","18/14","N17-192",2017,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-023","4.5-5.0","Blue","18/14","N17-193",2017,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-023","4.5-5.0","Blue","18/14","N17-194",2017,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-023","4.5-5.0","Blue","18/14","N17-195",2017,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-023","4.5-5.0","Blue","18/14","N17-196",2017,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-023","4.5-5.0","Blue","18/14","N17-197",2017,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-023","4.5-5.0","Blue","18/14","N17-198",2017,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-023","4.5-5.0","Blue","18/14","N17-199",2017,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-023","4.5-5.0","Blue","18/14","N17-200",2017,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-023","4.5-5.0","Blue","18/14","N17-201",2017,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-023","4.5-5.0","Blue","18/14","N17-202",2017,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-023","4.5-5.0","Blue","18/14","N17-203",2017,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-023","4.5-5.0","Blue","18/14","N17-204",2017,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-023","4.5-5.0","Blue","18/14","N17-205",2017,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-023","4.5-5.0","Blue","18/14","N17-206",2017,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-023","4.5-5.0","Blue","18/14","N17-207",2017,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-023","4.5-5.0","Blue","18/14","N17-208",2017,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-025","4.5-5.0","Blue","18/14","N17-209",2017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-025","4.5-5.0","Blue","18/14","N17-210",2017,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-025","4.5-5.0","Blue","18/14","N17-211",2017,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-025","4.5-5.0","Blue","18/14","N17-212",2017,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-025","4.5-5.0","Blue","18/14","N17-213",2017,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-025","4.5-5.0","Blue","18/14","N17-214",2017,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-025","4.5-5.0","Blue","18/14","N17-215",2017,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-025","4.5-5.0","Blue","18/14","N17-216",2017,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-025","4.5-5.0","Blue","18/14","N17-217",2017,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-025","4.5-5.0","Blue","18/14","N17-218",2017,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-025","4.5-5.0","Blue","18/14","N17-219",2017,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-025","4.5-5.0","Blue","18/14","N17-220",2017,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-025","4.5-5.0","Blue","18/14","N17-221",2017,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-025","4.5-5.0","Blue","18/14","N17-222",2017,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-025","4.5-5.0","Blue","18/14","N17-223",2017,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-026","4.5-5.0","Blue","18/14","N17-224",2017,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-026","4.5-5.0","Blue","18/14","N17-225",2017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-026","4.5-5.0","Blue","18/14","N17-226",2017,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-026","4.5-5.0","Blue","18/14","N17-227",2017,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-026","4.5-5.0","Blue","18/14","N17-228",2017,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-026","4.5-5.0","Blue","18/14","N17-229",2017,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-026","4.5-5.0","Blue","18/14","N17-230",2017,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-026","4.5-5.0","Blue","18/14","N17-231",2017,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-026","4.5-5.0","Blue","18/14","N17-232",2017,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-026","4.5-5.0","Blue","18/14","N17-233",2017,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-026","4.5-5.0","Blue","18/14","N17-234",2017,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-026","4.5-5.0","Blue","18/14","N17-235",2017,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-031","4.5-5.0","Blue","18/14","N17-236",2017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-031","4.5-5.0","Blue","18/14","N17-237",2017,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-031","4.5-5.0","Blue","18/14","N17-238",2017,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-031","4.5-5.0","Blue","18/14","N17-239",2017,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-031","4.5-5.0","Blue","18/14","N17-240",2017,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-031","4.5-5.0","Blue","18/14","N17-241",2017,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-031","4.5-5.0","Blue","18/14","N17-242",2017,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-031","4.5-5.0","Blue","18/14","N17-243",2017,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-031","4.5-5.0","Blue","18/14","N17-244",2017,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-031","4.5-5.0","Blue","18/14","N17-245",2017,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-031","4.5-5.0","Blue","18/14","N17-246",2017,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-031","4.5-5.0","Blue","18/14","N17-247",2017,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-031","4.5-5.0","Blue","18/14","N17-248",2017,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-031","4.5-5.0","Blue","18/14","N17-249",2017,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-031","4.5-5.0","Blue","18/14","N17-250",2017,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-031","4.5-5.0","Blue","18/14","N17-251",2017,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-031","4.5-5.0","Blue","18/14","N17-252",2017,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-031","4.5-5.0","Blue","18/14","N17-253",2017,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-031","4.5-5.0","Blue","18/14","N17-254",2017,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-031","4.5-5.0","Blue","18/14","N17-255",2017,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-031","4.5-5.0","Blue","18/14","N17-256",2017,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-031","4.5-5.0","Blue","18/14","N17-257",2017,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-031","4.5-5.0","Blue","18/14","N17-258",2017,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-032","4.5-5.0","Blue","18/14","N17-259",2017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-032","4.5-5.0","Blue","18/14","N17-260",2017,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-032","4.5-5.0","Blue","18/14","N17-261",2017,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-032","4.5-5.0","Blue","18/14","N17-262",2017,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-032","4.5-5.0","Blue","18/14","N17-263",2017,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-032","4.5-5.0","Blue","18/14","N17-264",2017,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-032","4.5-5.0","Blue","18/14","N17-265",2017,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-032","4.5-5.0","Blue","18/14","N17-266",2017,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-032","4.5-5.0","Blue","18/14","N17-267",2017,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-032","4.5-5.0","Blue","18/14","N17-268",2017,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-032","4.5-5.0","Blue","18/14","N17-269",2017,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-032","4.5-5.0","Blue","18/14","N17-270",2017,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-032","4.5-5.0","Blue","18/14","N17-271",2017,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-032","4.5-5.0","Blue","18/14","N17-272",2017,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-032","4.5-5.0","Blue","18/14","N17-273",2017,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-033","4.5-5.0","Blue","18/14","N17-274",2017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-033","4.5-5.0","Blue","18/14","N17-275",2017,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-033","4.5-5.0","Blue","18/14","N17-276",2017,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-033","4.5-5.0","Blue","18/14","N17-277",2017,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-033","4.5-5.0","Blue","18/14","N17-278",2017,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-033","4.5-5.0","Blue","18/14","N17-279",2017,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-033","4.5-5.0","Blue","18/14","N17-280",2017,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-033","4.5-5.0","Blue","18/14","N17-281",2017,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-033","4.5-5.0","Blue","18/14","N17-282",2017,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-033","4.5-5.0","Blue","18/14","N17-283",2017,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-033","4.5-5.0","Blue","18/14","N17-284",2017,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-033","4.5-5.0","Blue","18/14","N17-285",2017,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plant Rows","Cla","2016 OH F5 SP","MX14-033","4.5-5.0","Blue","18/14","N17-286",2017,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
